attack_type,stream,src_mac,dst_mac,src_ip,dst_ip,src_port,dst_port,device_mac,eth_src_oui,eth_dst_oui
Benign,-1,AMCREST WiFi Camera,3c:18:a0:41:c3:a0,,,0,0,AMCREST WiFi Camera,Amcrest Technologies,Luxshare Precision Industry Company Limited
Benign,88,Wyze Camera,ff:ff:ff:ff:ff:ff,0.0.0.0,255.255.255.255,68,67,Wyze Camera,Wyze Labs Inc,Broadcast
Benign,697,3c:18:a0:41:c3:a0,Amazon Echo Show,34.232.93.236,192.168.137.172,443,34470,Amazon Echo Show,Luxshare Precision Industry Company Limited,Amazon Technologies Inc.
Benign,1080,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.229.134.24,192.168.137.175,443,33687,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,349,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.72.188.218,192.168.137.175,443,51622,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,180,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,99.80.59.63,192.168.137.175,443,35401,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,6909,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,157.249.81.141,192.168.137.41,443,59416,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
Benign,771,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.209.141.16,56689,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,840,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.215.241.57,33460,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,42,Amazon Echo Dot 2,Amazon Echo Studio,192.168.137.58,192.168.137.83,55443,40414,Amazon Echo Dot 2,Amazon Technologies Inc.,Amazon Technologies Inc.
Benign,628,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.76.170.94,192.168.137.175,443,43045,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,-1,e8:1b:69:f8:d4:e3,Wyze Camera,,,0,0,e8:1b:69:f8:d4:e3,Sercomm Corporation.,Wyze Labs Inc
Benign,924,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.210.83.85,57263,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,973,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.72.111.213,192.168.137.175,443,43894,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,472,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.80.103.31,56675,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,436,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,63.35.30.30,192.168.137.175,443,59957,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,157,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.195.157.25,45695,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,822,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.31.220.16,192.168.137.175,443,46463,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,473,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.34.222.156,48984,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,60,Amazon Echo Dot 2,Amazon Echo Show,192.168.137.58,192.168.137.172,55443,53782,Amazon Echo Dot 2,Amazon Technologies Inc.,Amazon Technologies Inc.
Benign,20,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,100.20.126.204,192.168.137.175,443,59489,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
DNS_Spoofing,15,Amazon Echo Spot,Amazon Echo Dot 2,192.168.137.18,192.168.137.55,55444,55444,Amazon Echo Spot,Amazon Technologies Inc.,Amazon Technologies Inc.
Benign,98,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.77.72.132,42710,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,1080,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.229.134.24,192.168.137.175,443,33687,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,19,3c:18:a0:41:c3:a0,Google Nest Mini Speaker,192.168.137.1,192.168.137.61,34287,8009,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,"Google, Inc."
Benign,7,Teckin Light Strip,3c:18:a0:41:c3:a0,192.168.137.31,52.43.232.245,40622,8886,Teckin Light Strip,Tuya Smart Inc.,Luxshare Precision Industry Company Limited
Benign,436,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,63.35.30.30,192.168.137.175,443,59957,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,10206,Amazon Echo Show,3c:18:a0:41:c3:a0,192.168.137.172,192.168.137.1,60000,64734,Amazon Echo Show,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,459,Amazon Echo Dot 1,3c:18:a0:41:c3:a0,192.168.137.250,13.225.196.108,33150,443,Amazon Echo Dot 1,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,358,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.49.18.27,192.168.137.175,443,57158,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,-1,Yi Indoor 2 Camera,3c:18:a0:41:c3:a0,192.168.137.249,8.8.4.4,0,0,Yi Indoor 2 Camera,AltoBeam (China) Inc.,Luxshare Precision Industry Company Limited
Benign,73,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.31.220.16,46299,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,912,56:4f:8a:e1:f3:2d,3c:18:a0:41:c3:a0,192.168.137.51,52.239.141.196,64225,443,56:4f:8a:e1:f3:2d,none,Luxshare Precision Industry Company Limited
Benign,1054,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.194.149.203,192.168.137.175,443,45511,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,12268,3c:18:a0:41:c3:a0,Yi Indoor 2 Camera,192.168.137.1,192.168.137.249,53,40817,Yi Indoor 2 Camera,Luxshare Precision Industry Company Limited,AltoBeam (China) Inc.
Benign,265,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.31.138.187,192.168.137.175,443,52714,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,73,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.31.220.16,46299,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,697,56:4f:8a:e1:f3:2d,3c:18:a0:41:c3:a0,192.168.137.51,52.239.141.196,64222,443,56:4f:8a:e1:f3:2d,none,Luxshare Precision Industry Company Limited
Benign,232,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.80.103.31,58365,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,-1,GoSund Bulb,ff:ff:ff:ff:ff:ff,,,0,0,GoSund Bulb,Espressif Inc.,Broadcast
Benign,1054,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.194.149.203,45511,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,136,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,34.241.186.42,192.168.137.175,443,36828,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,519,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.211.91.196,33080,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,615,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.211.91.196,33104,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,184,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.154.34.86,192.168.137.175,443,35130,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,876,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,195.88.50.106,52315,443,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,4,3c:18:a0:41:c3:a0,Nest Indoor Camera,35.185.101.66,192.168.137.46,443,41206,Nest Indoor Camera,Luxshare Precision Industry Company Limited,"Google, Inc."
Benign,876,Home Eye Camera,3c:18:a0:41:c3:a0,192.168.137.133,192.168.137.1,44915,53,Home Eye Camera,"Shenzhen Rf-Link Technology Co.,Ltd.",Luxshare Precision Industry Company Limited
Benign,473,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,63.34.222.156,192.168.137.175,443,48984,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,631,Netatmo Camera,3c:18:a0:41:c3:a0,192.168.137.35,51.145.143.28,58846,443,Netatmo Camera,Netatmo,Luxshare Precision Industry Company Limited
Benign,139,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.16.52.139,192.168.137.175,443,51260,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,106,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.209.141.16,54702,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,22,3c:18:a0:41:c3:a0,Netatmo Weather Station,20.224.69.180,192.168.137.135,25050,61195,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Netatmo
Benign,950,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,18.202.150.56,54592,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,184,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.154.34.86,35130,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,73,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.31.220.16,192.168.137.175,443,46299,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,-1,GoSund Bulb,ff:ff:ff:ff:ff:ff,,,0,0,GoSund Bulb,Espressif Inc.,Broadcast
Benign,909,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,63.35.30.30,192.168.137.175,443,33707,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,2884,3c:18:a0:41:c3:a0,Home Eye Camera,3.221.182.58,192.168.137.133,32100,25583,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,"Shenzhen Rf-Link Technology Co.,Ltd."
Benign,1098,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,18.202.137.13,50587,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,612,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,18.203.242.2,192.168.137.175,443,57045,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,649,AMCREST WiFi Camera,01:00:5e:00:00:fb,192.168.137.16,224.0.0.251,5353,5353,AMCREST WiFi Camera,Amcrest Technologies,IPv4 Multicast
Benign,507,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.19.220.134,192.168.137.175,443,47390,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,15,3c:18:a0:41:c3:a0,Amazon Echo Dot 1,34.158.253.218,192.168.137.250,80,40186,Amazon Echo Dot 1,Luxshare Precision Industry Company Limited,Amazon Technologies Inc.
Benign,4711,AMCREST WiFi Camera,3c:18:a0:41:c3:a0,192.168.137.16,192.168.137.1,39354,53,AMCREST WiFi Camera,Amcrest Technologies,Luxshare Precision Industry Company Limited
Benign,41,GoSund Smart Plug WP2 (2),ff:ff:ff:ff:ff:ff,192.168.137.151,255.255.255.255,49154,6667,GoSund Smart Plug WP2 (2),Espressif Inc.,Broadcast
Benign,157,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.195.157.25,45695,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,10,Amazon Echo Show,3c:18:a0:41:c3:a0,192.168.137.172,34.158.253.218,42346,80,Amazon Echo Show,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,790,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.77.71.189,192.168.137.175,443,40015,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,184,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.154.34.86,35130,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,42,Teckin Light Strip,ff:ff:ff:ff:ff:ff,192.168.137.31,255.255.255.255,49287,6667,Teckin Light Strip,Tuya Smart Inc.,Broadcast
Benign,16,AeoTec Smart Home Hub,3c:18:a0:41:c3:a0,192.168.137.86,52.15.60.193,40782,443,AeoTec Smart Home Hub,"SAMJIN Co., Ltd.",Luxshare Precision Industry Company Limited
Benign,363,Home Eye Camera,3c:18:a0:41:c3:a0,192.168.137.133,47.112.162.49,13847,32100,Home Eye Camera,"Shenzhen Rf-Link Technology Co.,Ltd.",Luxshare Precision Industry Company Limited
Benign,180,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,99.80.59.63,192.168.137.175,443,35401,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,881,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,34.253.95.65,192.168.137.175,443,41019,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,67,Amazon Echo Show,Amazon Echo Dot 2,192.168.137.172,192.168.137.58,49426,55443,Amazon Echo Show,Amazon Technologies Inc.,Amazon Technologies Inc.
Benign,-1,Yi Indoor 2 Camera,3c:18:a0:41:c3:a0,192.168.137.249,8.8.4.4,0,0,Yi Indoor 2 Camera,AltoBeam (China) Inc.,Luxshare Precision Industry Company Limited
DoS-HTTP_Flood,843,dc:a6:32:dc:27:d5,Raspberry Pi 4-2 GB,192.168.137.66,192.168.137.131,46316,80,dc:a6:32:dc:27:d5,Raspberry Pi Trading Ltd,Raspberry Pi Trading Ltd
Benign,500,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.209.241.1,192.168.137.175,443,45320,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,759,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.49.18.27,192.168.137.175,443,57258,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,693,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.80.177.237,33448,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,707,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.77.161.58,192.168.137.175,443,33763,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,-1,00:a3:d1:07:6f:03,01:80:c2:00:00:00,,,0,0,00:a3:d1:07:6f:03,"Cisco Systems, Inc",IEEE 802.1 Chair
Benign,963,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.19.203.115,192.168.137.175,443,46518,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,203,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.253.66.81,56632,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Brute_Force,293,Globe Lamp ESP_B1680C,ff:ff:ff:ff:ff:ff,192.168.137.223,255.255.255.255,49154,6667,Globe Lamp ESP_B1680C,Espressif Inc.,Broadcast
Benign,406,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.80.59.63,35457,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
DoS-HTTP_Flood,2318,dc:a6:32:dc:27:d5,dc:a6:32:c9:e4:c6,192.168.137.66,192.168.137.71,50990,80,dc:a6:32:dc:27:d5,Raspberry Pi Trading Ltd,Raspberry Pi Trading Ltd
Benign,297,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,3.248.22.187,55956,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,1157,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.77.81.52,38397,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,203,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.253.66.81,56632,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,-1,3c:18:a0:41:c3:a0,Netatmo Camera,205.174.165.65,192.168.137.35,0,0,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Netatmo
Benign,721,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.77.81.52,38285,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,928,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.30.25.100,47330,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,1,Teckin Plug 2,ff:ff:ff:ff:ff:ff,192.168.137.82,255.255.255.255,49236,6667,Teckin Plug 2,Tuya Smart Inc.,Broadcast
Benign,906,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,3.248.67.251,45997,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,18,3c:18:a0:41:c3:a0,AeoTec Smart Home Hub,52.15.60.193,192.168.137.86,443,41156,AeoTec Smart Home Hub,Luxshare Precision Industry Company Limited,"SAMJIN Co., Ltd."
Benign,-1,00:a3:d1:07:6f:03,01:80:c2:00:00:00,,,0,0,00:a3:d1:07:6f:03,"Cisco Systems, Inc",IEEE 802.1 Chair
Benign,6169,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,157.249.81.141,60044,80,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,180,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.80.59.63,35401,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,666,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,18.201.5.172,192.168.137.175,443,55098,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,1112,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.19.203.115,192.168.137.175,443,44659,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,-1,Yi Indoor 2 Camera,3c:18:a0:41:c3:a0,192.168.137.249,8.8.8.8,0,0,Yi Indoor 2 Camera,AltoBeam (China) Inc.,Luxshare Precision Industry Company Limited
Benign,16,Teckin Plug 1,ff:ff:ff:ff:ff:ff,192.168.137.176,255.255.255.255,49238,6667,Teckin Plug 1,Tuya Smart Inc.,Broadcast
Benign,157,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.195.157.25,45695,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,212,3c:18:a0:41:c3:a0,Rbcior Camera,35.161.158.54,192.168.137.76,8883,35978,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Tuya Smart Inc.
Benign,519,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.211.91.196,33080,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,38,Yutron Plug 1,ff:ff:ff:ff:ff:ff,192.168.137.99,255.255.255.255,49221,6667,Yutron Plug 1,Tuya Smart Inc.,Broadcast
Benign,238,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,18.200.56.57,192.168.137.175,443,32924,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,436,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.35.30.30,59957,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,4871,AeoTec Smart Home Hub,3c:18:a0:41:c3:a0,192.168.137.86,192.168.137.1,33645,53,AeoTec Smart Home Hub,"SAMJIN Co., Ltd.",Luxshare Precision Industry Company Limited
Benign,496,Netatmo Camera,3c:18:a0:41:c3:a0,192.168.137.35,51.145.143.28,57087,443,Netatmo Camera,Netatmo,Luxshare Precision Industry Company Limited
Benign,8127,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,192.168.137.1,192.168.137.41,53,58778,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
Brute_Force,-1,56:4f:8a:e1:f3:2d,33:33:00:00:00:fb,,,0,0,56:4f:8a:e1:f3:2d,none,IPv6 Multicast
Benign,4,3c:18:a0:41:c3:a0,Nest Indoor Camera,35.185.101.66,192.168.137.46,443,41206,Nest Indoor Camera,Luxshare Precision Industry Company Limited,"Google, Inc."
Benign,5322,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,157.249.81.141,192.168.137.41,80,58888,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
Benign,822,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.31.220.16,46463,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,677,Lumiman bulb,3c:18:a0:41:c3:a0,192.168.137.70,54.69.37.156,61365,443,Lumiman bulb,Tuya Smart Inc.,Luxshare Precision Industry Company Limited
Benign,7768,3c:18:a0:41:c3:a0,Google Nest Mini Speaker,142.251.41.42,192.168.137.61,443,58326,Google Nest Mini Speaker,Luxshare Precision Industry Company Limited,"Google, Inc."
Benign,426,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.240.198.177,35719,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,1015,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.247.21.4,50804,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,5320,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,192.168.137.1,192.168.137.41,53,37370,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
Benign,693,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.80.177.237,33448,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,-1,LG Smart TV,dc:a6:32:dc:27:d5,,,0,0,LG Smart TV,LG Innotek,Raspberry Pi Trading Ltd
Benign,760,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,109.95.152.166,192.168.137.41,443,50778,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
Benign,600,3c:18:a0:41:c3:a0,AeoTec Smart Home Hub,13.225.195.99,192.168.137.86,443,47248,AeoTec Smart Home Hub,Luxshare Precision Industry Company Limited,"SAMJIN Co., Ltd."
Benign,98,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.77.72.132,192.168.137.175,443,42710,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,390,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.253.34.169,38510,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,991,3c:18:a0:41:c3:a0,TP-Link Tapo Camera,18.207.33.55,192.168.137.187,443,40067,TP-Link Tapo Camera,Luxshare Precision Industry Company Limited,TP-Link Corporation Limited
Benign,5464,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,157.249.81.141,192.168.137.41,443,57437,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
XSS,7,AeoTec Smart Home Hub,3c:18:a0:41:c3:a0,192.168.137.29,3.141.212.7,34476,443,AeoTec Smart Home Hub,"SAMJIN Co., Ltd.",Luxshare Precision Industry Company Limited
Benign,256,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.73.113.41,55915,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,26,LampUX RGB,ff:ff:ff:ff:ff:ff,192.168.137.3,255.255.255.255,49154,6667,LampUX RGB,Espressif Inc.,Broadcast
Benign,256,3c:18:a0:41:c3:a0,Amazon Echo Show,108.139.53.212,192.168.137.172,443,43550,Amazon Echo Show,Luxshare Precision Industry Company Limited,Amazon Technologies Inc.
Benign,-1,00:a3:d1:07:6f:03,01:80:c2:00:00:00,,,0,0,00:a3:d1:07:6f:03,"Cisco Systems, Inc",IEEE 802.1 Chair
